,url
270,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=816830&classe=RE-RG
271,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=837318&classe=ARE-RG
272,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=722421&classe=ARE-RG
273,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=836819&classe=ARE-RG
274,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=835833&classe=ARE-RG
275,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=855178&classe=RE-RG
276,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=859878&classe=ARE-RG
277,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=796376&classe=RE-RG
278,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=729107&classe=RE-RG
279,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=855026&classe=RE-RG
280,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=793634&classe=RE-RG
281,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=849397&classe=ARE-RG
282,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=849328&classe=ARE-RG
283,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=848240&classe=ARE-RG
284,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=848107&classe=ARE-RG
285,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=833248&classe=ARE-RG
286,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=837311&classe=RE-RG
287,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=808202&classe=RE-RG
288,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=778889&classe=RE-RG
289,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=840432&classe=ARE-RG
290,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=843455&classe=RE-RG
291,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=840920&classe=ARE-RG
292,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=845779&classe=RE-RG
293,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=842846&classe=RE-RG
294,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=837041&classe=ARE-RG
295,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=598650&classe=RE-RG
296,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=814204&classe=RE-RG
297,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=827538&classe=RE-RG
298,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=704520&classe=ARE-RG
299,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=703550&classe=ARE-RG
300,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=819641&classe=RE-RG
301,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=823347&classe=ARE-RG
302,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=823319&classe=RE-RG
303,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=821480&classe=ARE-RG
304,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=770821&classe=RE-RG
305,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=820903&classe=ARE-RG
306,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=821296&classe=ARE-RG
307,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=786540&classe=RE-RG
308,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=&classe=
309,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=820729&classe=RE-RG
310,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=630643&classe=RE-RG
311,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=670422&classe=RE-RG
312,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=745901&classe=ARE-RG
313,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=776823&classe=RE-RG
314,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=808424&classe=RE-RG
315,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=790928&classe=ARE-RG
316,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=723307&classe=ARE-Manif-RG
317,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=&classe=
318,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=815188&classe=ARE-RG
319,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=753681&classe=RE-RG
320,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=791475&classe=ARE-RG
321,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=&classe=
322,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=808997&classe=ARE-RG
323,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=731333&classe=RE-RG
324,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=729011&classe=RE-RG
325,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=633345&classe=RE-RG
326,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=655466&classe=RE-RG
327,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=769254&classe=RE-RG
328,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=774458&classe=RE-RG
329,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=714139&classe=RE-RG
330,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=764620&classe=RE-RG
331,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=770149&classe=RE-RG
332,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=806190&classe=RE-RG
333,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=808726&classe=ARE-RG
334,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=791932&classe=ARE-RG
335,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=795467&classe=RE-RG
336,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=657871&classe=RE-RG
337,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=647885&classe=RE-RG
338,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=808524&classe=ARE-RG
339,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=730462&classe=RE-RG
340,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=796939&classe=RE-RG
341,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=759518&classe=RE-RG
342,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=808107&classe=ARE-RG
343,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=728181&classe=ARE-RG
344,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=774927&classe=RE-RG
345,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=784854&classe=ARE-RG
346,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=797905&classe=RE-RG
347,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=713211&classe=ARE-RG
348,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=675608&classe=RE-RG
349,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=799908&classe=ARE-RG
350,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=726035&classe=RE-RG
351,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=761263&classe=RE-RG
352,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=800721&classe=ARE-RG
353,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=789218&classe=RE-RG
354,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=802082&classe=ARE-RG
355,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=790813&classe=ARE-RG
356,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=799718&classe=ARE-RG
357,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=696740&classe=RE-RG
358,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=773765&classe=ARE-RG
359,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=777323&classe=ARE-RG
360,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=792107&classe=ARE-RG
361,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=796473&classe=ARE-RG
362,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=790799&classe=RE-RG
363,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=666334&classe=ARE-RG
364,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=788092&classe=RE-RG
365,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=698531&classe=RE-RG
366,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=784682&classe=ARE-RG
367,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=794364&classe=ARE-RG
368,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=668974&classe=ARE-RG
369,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=627432&classe=RE-RG
370,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=603116&classe=RE-RG
371,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=764332&classe=RE-RG
372,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=787379&classe=ARE-RG
373,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=634764&classe=RE-RG
374,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=684612&classe=RE-RG
375,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=612686&classe=RE-RG
376,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=740008&classe=RE-RG
377,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=666404&classe=RE-RG
378,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=778547&classe=ARE-RG
379,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=781926&classe=RE-RG
380,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=767332&classe=RE-RG
381,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=748445&classe=ARE-RG
382,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=597396&classe=RE-RG
383,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=748543&classe=RE-RG
384,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=626837&classe=RE-RG
385,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=727851&classe=RE-RG
386,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=659412&classe=RE-RG
387,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=745811&classe=RE-RG
388,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=717898&classe=ARE-RG
389,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=766304&classe=RE-RG
390,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=756915&classe=RE-RG
391,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=607447&classe=RE-RG
392,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=728188&classe=ARE-RG
393,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=632084&classe=RE-RG
394,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=743480&classe=ARE-RG
395,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=688001&classe=RE-RG
396,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=758461&classe=RE-RG
397,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=636199&classe=RE-RG
398,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=738109&classe=ARE-RG
399,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=759244&classe=RE-RG
400,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=750489&classe=ARE-RG
401,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=638307&classe=RE-RG
402,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=719870&classe=RE-RG
403,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=724347&classe=RE-RG
404,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=718874&classe=RE-RG
405,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=669196&classe=RE-RG
406,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=642895&classe=RE-RG
407,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=669069&classe=RE-RG
408,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=662406&classe=RE-RG
409,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=578846&classe=RE-RG
410,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=742083&classe=ARE-RG
411,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=625263&classe=RE-RG
412,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=748444&classe=ARE-RG
413,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=703595&classe=ARE-RG
414,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=748371&classe=ARE-RG
415,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=742578&classe=RE-RG
416,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=608588&classe=RE-RG
417,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=739382&classe=ARE-RG
418,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=743771&classe=ARE-RG
419,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=700922&classe=RE-RG
420,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=717424&classe=RE-RG
421,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=705423&classe=RE-RG
422,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=728428&classe=RE-RG
423,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=674610&classe=ARE-RG
424,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=626531&classe=RE-RG
425,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=638491&classe=RE-RG
426,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=737977&classe=ARE-RG
427,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=678112&classe=ARE-RG
428,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=694294&classe=ARE-RG
429,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=723651&classe=RE-RG
430,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=643686&classe=ARE-RG
431,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=641896&classe=ARE-RG
432,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=734169&classe=ARE-RG
433,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=699362&classe=ARE-RG
434,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=650932&classe=ARE-RG
435,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=675978&classe=RE-RG
436,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=647651&classe=ARE-RG
437,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=727281&classe=RE-RG
438,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=721001&classe=ARE-RG
439,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=664340&classe=ARE-RG
440,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=704815&classe=RE-RG
441,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=699535&classe=RE-RG
442,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=683099&classe=ARE-RG
443,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=599658&classe=RE-RG
444,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=688984&classe=RE-RG
445,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=658999&classe=RE-RG
446,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=663261&classe=ARE-RG
447,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=696101&classe=ARE-RG
448,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=701511&classe=ARE-RG
449,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=608379&classe=RE-RG
450,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=692186&classe=ARE-RG
451,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=687876&classe=ARE-RG
452,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=715088&classe=ARE-RG
453,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=662976&classe=RE-RG
454,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=638602&classe=RE-RG
455,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=716963&classe=RE-RG
456,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=676924&classe=RE-RG
457,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=639856&classe=RE-RG
458,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=680089&classe=RE-RG
459,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=635145&classe=RE-RG
460,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=675505&classe=ARE-RG
461,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=658026&classe=RE-RG
462,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=686664&classe=ARE-RG
463,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=697312&classe=ARE-RG
464,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=690838&classe=ARE-RG
465,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=705141&classe=ARE-RG
466,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=709212&classe=ARE-RG
467,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=655283&classe=RE-RG
468,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=677730&classe=RE-RG
469,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=710293&classe=RE-RG
470,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=685053&classe=ARE-RG
471,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=683017&classe=ARE-RG
472,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=694450&classe=ARE-RG
473,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=665707&classe=ARE-RG
474,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=687813&classe=RE-RG
475,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=708403&classe=ARE-RG
476,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=702780&classe=ARE-RG
477,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=706103&classe=RE-RG
478,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=659109&classe=RE-RG
479,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=685029&classe=ARE-RG
480,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=627294&classe=RE-RG
481,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=638467&classe=ARE-RG
482,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=688223&classe=RE-RG
483,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=330817&classe=RE-RG
484,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=690819&classe=ARE-RG
485,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=655403&classe=ARE-RG
486,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=855810&classe=AI-RG
487,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=797937&classe=AI-RG
488,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=662224&classe=RE-RG
489,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=697514&classe=ARE-RG
490,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=651703&classe=RE-RG
491,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=702362&classe=RE-RG
492,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=673707&classe=RE-RG
493,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=680871&classe=RE-RG
494,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=695278&classe=ARE-Manif-RG
495,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=581488&classe=RE-RG
496,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=689765&classe=ARE-RG
497,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=683235&classe=ARE-RG
498,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=662423&classe=RE-RG
499,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=684169&classe=RE-RG
500,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=640905&classe=RE-RG
501,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=661383&classe=ARE-RG
502,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=652235&classe=ARE-RG
503,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=650806&classe=ARE-RG
504,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=690113&classe=ARE-RG
505,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=691306&classe=ARE-RG
506,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=686143&classe=RE-RG
507,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=675228&classe=RE-RG
508,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=675153&classe=ARE-RG
509,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=685493&classe=RE-RG
510,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=409356&classe=RE-RG
511,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=633981&classe=RE-RG
512,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=614384&classe=RE-RG
513,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=678360&classe=RE-RG
514,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=631053&classe=RE-RG
515,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=630152&classe=RE-RG
516,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=684261&classe=RE-RG
517,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=664335&classe=ARE-RG
518,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=682934&classe=RE-RG
519,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=661941&classe=RE-RG
520,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=646000&classe=ARE-RG
521,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=641005&classe=RE-RG
522,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=648629&classe=ARE-RG
523,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=661702&classe=RE-RG
524,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=761908&classe=AI-RG
525,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=659039&classe=ARE-RG
526,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=606003&classe=RE-RG
527,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=657989&classe=RE-RG
528,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=665969&classe=ARE-RG
529,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=674103&classe=ARE-RG
530,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=641243&classe=ARE-RG
531,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=654432&classe=ARE-RG
532,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=631444&classe=RE-RG
533,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=611586&classe=RE-RG
534,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=672215&classe=RE-RG
535,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=597854&classe=RE-RG
536,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=664575&classe=ARE-RG
537,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=660861&classe=ARE-RG
538,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=662186&classe=ARE-RG
539,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=669367&classe=RE-RG
540,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=853275&classe=AI-RG
541,http://stf.jus.br/portal/inteiroTeor/obterInteiroTeor.asp?numero=667958&classe=RE-RG
